key,time,volume,price,midpoint,vwap,market_vwap,twap,market_twap
0.0,2021-02-05 08:17:14.020155467,28.0,196.1,196.09,196.1,196.06760330578513,196.1,196.07911939168343
0.0,2021-02-05 08:17:14.020155467,2.0,196.1,196.09,196.1,196.06760330578513,196.1,196.07911939168343
0.0,2021-02-05 08:17:14.020201320,26.0,196.1,196.07999999999998,196.09999999999997,196.06760330578513,196.1,196.07911939168343
0.0,2021-02-05 08:17:14.883754816,22.0,196.08,196.05,196.09435897435895,196.0668913857678,196.08045716341877,196.06043375667036
0.0,2021-02-05 08:17:14.884115531,19.0,196.08,196.04000000000002,196.09154639175256,196.0668913857678,196.08045697726766,196.06043375667036
0.0,2021-02-05 08:17:14.884132650,1.0,196.08,196.04000000000002,196.09142857142857,196.0668913857678,196.08045696848095,196.06043375667036
0.0,2021-02-05 08:17:14.890082515,18.0,196.08,196.05,196.08965517241379,196.0668913857678,196.08045391425836,196.06043375667036
0.0,2021-02-05 08:17:14.890195962,16.0,196.08,196.06,196.08848484848482,196.0668913857678,196.08045385663917,196.06043375667036
0.0,2021-02-05 08:17:23.104259120,11.0,196.02,196.03,196.08321678321676,196.0668913857678,196.06873473491785,196.06043375667036
0.0,2021-02-05 08:17:23.104375036,12.0,196.02,196.03,196.07832258064516,196.06503597122304,196.06868103864755,196.05235735308077
0.0,2021-02-05 08:17:23.104696632,12.0,196.04,196.01,196.07556886227545,196.05497206703907,196.06859310201764,196.05225063425792
0.0,2021-02-05 08:17:23.111558980,11.0,196.04,196.0,196.07337078651685,196.05497206703907,196.06683432303234,196.05225063425792
0.0,2021-02-05 08:17:23.391473520,10.0,196.04,196.03,196.07159574468085,196.05497206703907,196.04764699240005,196.05225063425792
0.0,2021-02-05 08:17:23.391673893,12.0,196.02,196.03,196.06849999999997,196.05497206703907,196.0476328750152,196.05225063425792
0.0,2021-02-05 08:17:23.391724295,8.0,196.04,196.01,196.06740384615384,196.04918414918413,196.04763190074576,196.02861325033012
0.0,2021-02-05 08:17:23.391780202,7.0,196.04,196.01999999999998,196.06651162790695,196.04918414918413,196.04763082933934,196.02861325033012
0.0,2021-02-05 08:17:23.391859558,8.0,196.02,196.01999999999998,196.06484304932735,196.04918414918413,196.04762525887773,196.02861325033012
0.0,2021-02-05 08:17:23.611743832,5.0,196.04,196.0,196.06429824561403,196.04918414918413,196.0448844470939,196.02861325033012
0.0,2021-02-05 08:17:23.611761870,5.0,196.04,196.01,196.0637768240343,196.04918414918413,196.04488430337756,196.02861325033012
0.0,2021-02-05 08:17:23.611777606,5.0,196.04,196.0,196.06327731092432,196.04918414918413,196.0448841836204,196.02861325033012
0.0,2021-02-05 08:17:23.611863745,5.0,196.04,196.01,196.06279835390941,196.04918414918413,196.04488349712722,196.02861325033012
0.0,2021-02-05 08:17:23.649201948,5.0,196.04,196.0,196.06233870967736,196.04918414918413,196.04460262877404,196.02861325033012
0.0,2021-02-05 08:18:04.381786033,5.0,196.1,196.06,196.0630830039525,196.09178470254952,196.07397277521665,196.04111867068693
0.0,2021-02-05 08:18:04.381982401,5.0,196.1,196.05,196.06379844961234,196.09088111888107,196.07398613012882,196.0411047919213
0.0,2021-02-05 08:18:04.382048998,5.0,196.08,196.05,196.06410646387826,196.09088111888107,196.07398716904385,196.0411047919213
0.0,2021-02-05 08:18:04.382404393,5.0,196.08,196.03,196.0644029850746,196.08962758620683,196.07399275099533,196.04105985502247
0.0,2021-02-05 08:18:04.382421198,5.0,196.06,196.03,196.06432234432233,196.08962758620683,196.07399216555515,196.04105985502247
0.0,2021-02-05 08:18:04.388895211,5.0,196.06,196.01,196.06424460431654,196.08962758620683,196.07375923563885,196.04105985502247
0.0,2021-02-05 08:18:04.395808324,5.0,196.04,196.01,196.06381625441696,196.08962758620683,196.07316961239732,196.04105985502247
0.0,2021-02-05 08:18:05.720486727,5.0,196.06,196.01999999999998,196.06375,196.08818550202605,196.06723489137022,196.03117893330565
0.0,2021-02-05 08:18:05.720642282,5.0,196.06,196.03,196.06368600682595,196.08818550202605,196.06723333524428,196.03117893330565
0.0,2021-02-05 08:18:05.896179806,5.0,196.0,196.03,196.06261744966443,196.08818550202605,196.05406416037098,196.03117893330565
0.0,2021-02-05 08:18:37.083585652,5.0,196.16,196.12,196.06422442244227,196.08725875320235,196.07238568046142,196.1124448561471
0.0,2021-02-05 08:18:37.083623419,5.0,196.14,196.12,196.06545454545454,196.08725875320235,196.07241559758637,196.1124448561471
0.0,2021-02-05 08:18:37.083748362,5.0,196.14,196.1,196.06664536741212,196.08725875320235,196.07251566643538,196.1124448561471
0.0,2021-02-05 08:18:37.230749097,5.0,196.16,196.14,196.06811320754716,196.08748299319726,196.12824831431965,196.12918316679875
0.0,2021-02-05 08:18:43.223722583,5.0,196.2,196.16,196.0701547987616,196.08818791946305,196.18647026880367,196.12971315622525
0.0,2021-02-05 08:18:43.223860108,5.0,196.18,196.16,196.07182926829267,196.08818791946305,196.1864663090485,196.12971315622525
0.0,2021-02-05 08:18:47.045630119,5.0,196.2,196.18,196.07375375375375,196.08818791946305,196.19710255821238,196.12971315622525
0.0,2021-02-05 08:18:49.534986755,5.0,196.16,196.18,196.07502958579883,196.08818791946305,196.16316454959798,196.12971315622525
0.0,2021-02-05 08:18:49.535040909,5.0,196.2,196.17,196.07685131195336,196.08913907284764,196.16316826729073,196.147337616735
0.0,2021-02-05 08:18:49.535170485,5.0,196.18,196.17,196.07833333333332,196.08913907284764,196.16317232450166,196.147337616735
0.0,2021-02-05 08:18:49.535345810,5.0,196.18,196.15,196.07977337110478,196.08913907284764,196.16317782533423,196.147337616735
0.0,2021-02-05 08:18:49.535384259,5.0,196.16,196.15,196.08089385474858,196.08913907284764,196.16317759978102,196.147337616735
0.0,2021-02-05 08:18:53.049293630,5.0,196.18,196.16,196.082258953168,196.08913907284764,196.17141665491067,196.147337616735
0.0,2021-02-05 08:19:02.514489222,5.0,196.18,196.15,196.08358695652169,196.08913907284764,196.1791776312966,196.147337616735
0.0,2021-02-05 08:19:02.713921104,5.0,196.18,196.16,196.0848793565683,196.08913907284764,196.17940735705423,196.147337616735
0.0,2021-02-05 08:20:00.667687979,5.0,196.2,196.19,196.08640211640204,196.0925304878048,196.19118448471175,196.13726755332934
0.0,2021-02-05 08:20:00.667687979,5.0,196.2,196.19,196.0878851174934,196.0925304878048,196.19118448471175,196.13726755332934
0.0,2021-02-05 08:20:00.670539450,5.0,196.2,196.17,196.08932989690715,196.0925304878048,196.19122196660553,196.13726755332934
0.0,2021-02-05 08:20:00.915468039,5.0,196.2,196.18,196.09073791348595,196.0925304878048,196.19357047961935,196.13726755332934
0.0,2021-02-05 08:20:00.923606071,5.0,196.2,196.17,196.09211055276376,196.0925304878048,196.193627130872,196.13726755332934
0.0,2021-02-05 08:20:01.274326649,5.0,196.2,196.16,196.09344913151358,196.0925304878048,196.1953810719048,196.13726755332934
0.0,2021-02-05 08:20:01.283100678,5.0,196.18,196.16,196.09450980392148,196.0925304878048,196.1949043727706,196.13726755332934
0.0,2021-02-05 08:20:09.723846200,5.0,196.14,196.12,196.09506053268757,196.09269853217907,196.16147342031974,196.11918321560555
0.0,2021-02-05 08:20:09.724203169,5.0,196.1,196.12,196.0951196172248,196.092750373692,196.16144320148905,196.11917309503917
0.0,2021-02-05 08:20:09.724272146,5.0,196.14,196.11,196.09565011820322,196.09293775027297,196.16144118824027,196.11916957389712
0.0,2021-02-05 08:20:09.724368195,5.0,196.12,196.11,196.0959345794392,196.09293775027297,196.1614356960677,196.11916957389712
0.0,2021-02-05 08:21:24.518091015,5.0,196.28,196.26,196.0980600461893,196.1033576642335,196.22342615542502,196.21145468833916
0.0,2021-02-05 08:21:24.521449309,3.0,196.3,196.26,196.09944954128432,196.1033576642335,196.22391927166476,196.21145468833916
0.0,2021-02-05 08:27:40.907184348,5.0,196.16,196.13,196.10013605442168,196.21818237894527,196.1967407717622,196.17230043689145
0.0,2021-02-05 08:27:40.907235698,5.0,196.16,196.14,196.10080717488782,196.21818237894527,196.19673870638843,196.17230043689145
0.0,2021-02-05 08:27:40.907251483,5.0,196.16,196.13,196.10146341463408,196.21818237894527,196.19673809896977,196.17230043689145
0.0,2021-02-05 08:27:40.907351800,5.0,196.16,196.14,196.10210526315782,196.21818237894527,196.19673405002962,196.17230043689145
0.0,2021-02-05 08:27:40.913975131,5.0,196.16,196.13,196.10273318872012,196.21818237894527,196.19646786126128,196.17230043689145
0.0,2021-02-05 08:27:40.983760300,5.0,196.16,196.14999999999998,196.10334763948492,196.21818237894527,196.19388093996122,196.17230043689145
0.0,2021-02-05 08:27:46.755564473,5.0,196.18,196.16,196.10416135881098,196.21759031240467,196.18777841963964,196.16593027928707
