,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1563.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,470.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0
1,5642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8039.0,729.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0
2,8558.0,326.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,1601.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0
3,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.0,307.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0
4,4915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.0,762.0,280.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0
5,2739.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0
6,6958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0
7,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0
8,2507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0
9,4548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0
10,2424.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,4.0
11,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0
12,1709.0,1370.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0
13,835.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,4.0
