key,time,volume,price,midpoint,vwap,market_vwap,twap,market_twap
0.0,2021-02-01 08:17:15.099067478,46.0,188.06,188.03,188.06,188.03999999999996,188.06,188.04
0.0,2021-02-01 08:17:17.827996430,30.0,188.08,188.07,188.0678947368421,188.03999999999996,188.0776070628446,188.04
0.0,2021-02-01 08:17:17.828011556,23.0,188.08,188.07,188.07070707070707,188.03999999999996,188.07760710619434,188.04
0.0,2021-02-01 08:17:23.900387344,27.0,188.18,188.13,188.094126984127,188.05008403361344,188.08583767140658,188.07522201545035
0.0,2021-02-01 08:17:23.900483280,20.0,188.18,188.14,188.1058904109589,188.05008403361344,188.08584760544326,188.07522201545035
0.0,2021-02-01 08:17:23.928764936,20.0,188.2,188.16,188.11722891566265,188.05008403361344,188.08932356259757,188.07522201545035
0.0,2021-02-01 08:17:23.928780553,20.0,188.2,188.17,188.12612903225806,188.05008403361344,188.08932535004814,188.07522201545035
0.0,2021-02-01 08:17:30.357070017,20.0,188.26,188.24,188.13912621359222,188.05008403361344,188.14319002100683,188.07522201545035
0.0,2021-02-01 08:17:37.025475027,20.0,188.3,188.26,188.1533628318584,188.17174224343674,188.24539882571582,188.13365763128397
0.0,2021-02-01 08:17:37.025595573,20.0,188.3,188.25,188.16528455284552,188.17174224343674,188.24565481871892,188.13365763128397
0.0,2021-02-01 08:17:37.243496640,16.0,188.28,188.25,188.17229007633588,188.17174224343674,188.27638981784142,188.13365763128397
0.0,2021-02-01 08:17:37.243547851,4.0,188.28,188.24,188.1739097744361,188.17174224343674,188.2763905738322,188.13365763128397
0.0,2021-02-01 08:17:37.243769554,20.0,188.26,188.22,188.1799300699301,188.17174224343674,188.2763757141426,188.13365763128397
0.0,2021-02-01 08:17:38.211368142,20.0,188.24,188.22,188.18385620915035,188.17174224343674,188.2473200536756,188.13365763128397
0.0,2021-02-01 08:17:38.211429202,20.0,188.22,188.21,188.18607361963194,188.17174224343674,188.2473121714869,188.13365763128397
0.0,2021-02-01 08:17:38.211728774,19.0,188.18,188.2,188.1857391304348,188.17174224343674,188.24721711396367,188.13365763128397
0.0,2021-02-01 08:18:16.364841906,20.0,188.22,188.17000000000002,188.18761643835614,188.18137599999997,188.23579489450282,188.21897175580162
0.0,2021-02-01 08:18:16.364858935,20.0,188.22,188.18,188.18929870129867,188.18137599999997,188.23579415856386,188.21897175580162
